Kingdom	Phylum	Class	Order	Family	Genus	C1_A	C10_A	C10_B	C10_C	C11_A	C11_B	C11_C	C12_A	C12_B	C12_C	C2_A	C2_B	C2_C	C3_A	C3_B	C4_A	C4_B	C4_C	C5_A	C5_B	C5_C	C6_B	C6_C	C7_A	C7_B	C7_C	C8_A	C8_B	C8_C	C9_A	C9_B	C9_C	J1_A	J1_B	J1_C	J10_A	J10_B	J10_C	J11_A	J11_B	J11_C	J12_A	J12_B	J12_C	J13_A	J13_B	J13_C	J14_A	J14_B	J14_C	J15_A	J15_B	J15_C	J16_A	J16_B	J16_C	J17_A	J17_B	J17_C	J18_A	J18_B	J18_C	J19_A	J19_B	J19_C	J2_A	J2_B	J2_C	J20_A	J20_B	J20_C	J21_A	J21_B	J21_C	J22_A	J22_B	J22_C	J23_A	J23_B	J23_C	J24_A	J24_B	J24_C	J3_A	J3_B	J3_C	J4_A	J4_B	J4_C	J5_A	J5_B	J5_C	J6_A	J6_B	J6_C	J7_A	J7_B	J7_C	J8_A	J8_B	J8_C	J9_A	J9_B	J9_C	M1_A	M1_B	M1_C	M10_A	M10_B	M10_C	M11_A	M11_B	M11_C	M12_A	M12_B	M12_C	M2_A	M2_B	M2_C	M3_A	M3_B	M3_C	M4_A	M4_B	M4_C	M5_A	M5_B	M5_C	M6_B	M6_C	M7_A	M7_B	M7_C	M8_A	M8_B	M8_C	M9_A	M9_B	M9_C
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusicolla	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	28	0	0	0	0	0	0	22	0	0	28	0	0	18	10	0
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	0	67	72	4	70	18	5	0	240	135	96	135	73	0	21	55	6	11	98	107	106	0	58	59	40	18	93	45	71	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	51	347	56	321	281	0	0	0	75	84	55	183	306	531	0	231	22	430	173	11	135	0	0	457	949	459	107	99	263	691	239	57	0	19
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Ilyonectria	5	0	12	38	16	35	73	0	4	0	0	0	26	0	20	0	0	0	0	0	8	0	0	0	47	58	0	16	15	29	26	34	878	1191	61	759	561	177	1255	560	146	571	678	514	835	1382	551	1082	496	1269	251	72	191	710	0	175	486	377	49	1941	651	343	576	65	104	1788	900	727	546	338	72	285	384	144	282	1805	41	470	221	51	412	425	54	1536	948	979	1315	913	1739	1579	1401	307	769	487	367	647	981	470	4509	555	140	1528	501	309	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	336	122	0	0	12	0	0	0
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Mariannaea	19	81	68	41	122	17	22	0	5	27	249	53	138	17	35	25	289	23	0	0	0	17	74	0	0	0	45	146	54	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	13	36	101	24	20	0	0	0	5	0	225	0	10	0	0	0	0	0	14	0	0	0	0	0	0	0	0
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Penicillifer	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	20	18	57	0	0	0	0	0	0	0	8	0	29	0	49	23	0	8	26	21	56	0	0	0	0	16	0	0	0	6	0	0	0	0	27	11	0	0	9	16	15	13	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Pleiocarpon	421	172	454	164	180	230	371	584	346	423	257	388	297	249	287	62	61	43	218	65	106	2276	174	499	413	126	79	127	61	102	270	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	53	793	519	27	1044	1440	1194	172	168	218	756	516	279	2113	2360	308	562	1262	0	578	120	167	512	66	220	481	41	485	107	56	617	416	92
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Sarcopodium	0	414	76	0	40	24	6	0	0	0	0	0	0	0	6	32	16	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Stephanonectria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	16	14	39	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Stylonectria	0	108	70	4	268	8	36	0	68	72	17	11	8	11	77	16	0	0	0	0	0	46	43	0	0	0	0	0	0	7	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Thelonectria	30	554	282	35	58	181	43	48	37	24	494	99	92	22	218	16	193	5	0	0	0	16	0	0	10	0	76	83	41	83	67	72	0	0	0	0	0	6	14	21	0	6	19	9	13	7	0	22	0	8	19	11	0	41	6	0	41	4	0	78	56	8	15	13	0	18	55	0	0	40	0	14	8	19	16	0	0	6	0	0	15	0	0	13	26	0	107	0	6	178	6	49	114	13	14	64	0	13	21	3	0	0	0	0	158	23	0	0	0	0	0	0	0	4	25	8	0	0	0	0	0	0	18	10	0	17	16	0	0	0	71	208	183	0	0	0	0	0	0
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Xenoacremonium	0	0	0	0	0	0	0	0	0	6	12	0	0	0	9	0	0	0	4	3	5	0	7	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	10	0	0	0	0	0	0	47	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	6	30	0	0	0	0	0	0	0	22	0	0	9	0	0	9	0	0	19	0	0	15	0	0	21	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	42	60	0	15	87	0	0	0	0	0	0	5	0	0	0	0	0	5	0	0	0	0
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Niessliaceae	Rosasphaeria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	41	139	0	49	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae;__	Ophiocordycipitaceae;__	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Haptocillium	0	12	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	17	64	0	0	0	0	0	0	0	0	0	0	15	0	16	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	13	4	4	0	0	20	0	0	0	0	0	0	11	0	0	0	0	25	0	0	0	10	10	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Hyaloseta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	39	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Purpureocillium	239	311	429	193	706	246	340	891	521	1092	3455	510	564	204	770	267	350	233	545	350	285	396	762	668	416	123	3994	791	1488	360	343	151	0	16	22	63	0	23	29	33	27	6	25	78	37	14	18	36	42	26	16	17	35	32	0	0	45	41	83	0	15	33	33	47	51	0	0	16	11	35	39	77	93	181	53	53	0	56	0	12	123	130	50	29	20	0	21	44	41	57	54	0	60	67	44	58	17	0	14	0	198	30	31	38	881	550	532	815	494	30	7109	3184	3162	4104	3367	212	494	732	286	95	678	1956	1425	726	342	3846	236	63	476	126	284	658	1699	756	673	335	802	322	406
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Tolypocladium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	17	30	267	11	57	208	235	36	142	124	135	685	45	79	143	78	71	554	355	636	474	0	442	367	230	91	839	841	801	43	8	39	129	452	96	494	1146	148	377	490	67	236	954	69	67	0	13	124	52	41	244	73	32	134	52	85	195	102	49	62	151	0	63	53	186	132	216	41	56	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae;__	Stachybotryaceae;__	64	0	2346	115	36	0	5	0	12	0	0	19	0	0	10	0	15	0	40	17	66	12	13	2432	939	141	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	186	67	127	22	56	0	0	90	93	60	30	64	0	0	0	0	74	0	3	0	0	9	1194	9853	988	328	1405	362	101	71	3841	51	66
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Achroiostachys	0	0	0	0	28	0	33	0	0	15	0	0	0	0	11	9	55	0	0	0	0	34	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Memnoniella	0	43	44	0	13	0	0	20	0	13	29	11	23	20	81	0	0	0	0	0	0	0	0	6	0	0	56	54	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	24	15	0	0	35	0	77	0	0	0	0	0	0	0	0	0	0
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Myrothecium	0	0	0	0	7	13	13	0	30	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	13	8	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Sirastachys	62	51	61	31	45	23	35	73	55	106	26	10	34	0	0	136	40	28	105	86	111	27	123	34	9	0	74	64	66	32	26	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	94	206	448	108	52	212	120	149	235	179	693	11	84	89	76	65	135	74	98	0	51	137	0	88	99	56	319	97	48	123	43	400	190	162
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Stachybotrys	0	16	356	24	16	17	9	20	557	793	13	52	60	0	21	0	28	6	131	246	289	19	15	37	4	0	15	20	27	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Striaticonidium	0	46	209	12	25	0	0	0	173	16	0	0	4	0	41	0	7	0	42	0	1480	0	0	13	15	0	3	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales	Hypocreales	165	116	324	243	77	0	40	80	99	212	189	149	224	39	92	128	78	79	71	39	15	0	65	78	109	167	50	33	36	142	41	88	229	275	247	401	342	208	605	239	120	274	367	290	633	954	687	423	131	703	114	111	214	380	72	710	186	104	96	573	312	220	261	131	69	442	322	309	611	217	122	170	611	152	315	258	39	240	188	138	320	332	137	270	274	65	444	314	427	404	248	175	250	165	180	117	234	114	226	200	30	132	156	50	409	264	624	332	971	300	316	515	302	206	354	408	818	535	121	60	210	645	666	187	9	449	436	0	123	20	89	247	188	538	578	230	662	136	348
Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Arxiella	74	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	5	109	60	312	10	0	19	187	281	0	0	0	0	0	0	0	0	0	0	0	0	115	108	94	47	66	105	3	87	117	6	15
Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Gaeumannomyces	0	24	23	59	37	63	68	28	58	107	10	21	29	0	52	57	65	42	15	141	170	0	0	0	0	0	0	22	0	45	90	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	43	63	52	172	89	82	88	41	78	17	108	42	102	21	150	567	31	64	167	254	383	92	0	296	11	6	0	15	0	19	50	22	23	26
Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Mycoleptodiscus	0	0	0	0	9	41	92	227	90	114	43	67	89	15	47	156	120	132	0	129	354	340	256	0	68	159	49	105	352	43	37	121	15	12	0	0	0	0	0	8	0	8	0	0	0	0	0	0	0	0	28	183	3	0	20	0	0	0	0	26	0	6	0	0	0	10	14	0	0	13	0	0	6	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	4	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	7	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0
Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Pseudophialophora	0	56	100	252	11	44	149	0	0	0	0	0	0	61	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	10	20	167	40	79	152	6	47	55	81	104	158	74	158	617	126	484	306	110	198	96	148	107	173	41	27	82	0	14	46	78	420	585	258	83	82	23	100	93	115	237	87	155	236	195	110	119	100	110	108	809	79	58	90	144	135	436	43	378	385	151	139	299	106	220	135	0	4	61	42	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi	Ascomycota	Sordariomycetes	Melanosporales	Melanosporaceae	Melanospora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	37	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	33	26	0	19	0	33
Fungi	Ascomycota	Sordariomycetes	Microascales	Halosphaeriaceae	unidentified	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	65	39	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	3	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	29	68	37	0	0	0	0	29	0	0	0	0	10	17	0	0	0	0	0	12	0	0	9	0	0	0	0	0	4
Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Cephalotrichum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	4	114	14	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Kernia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	4	16	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	7	0	0	6	0
Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Scedosporium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	15	26	30	22	19	47	0	11	18	8	4	0	3	0	139	30	99	0	0	0	18	0	0	0	0	0	8	42	0	7	11	32	0	12	18	24	110	21	3	0	0	69	49	51	35	25	19	4	4	2	0	12	48	0	9	11	7	10	0	138	167	59	0	0	15	11	0	0	0	0	20	5	0	0	0	0	3	0	24	0	0	0	0	0	0	0	26	0	8	0	0	0	51	0	83	74	0	10	21	0	0	0	0
Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Microascaceae	0	0	0	0	0	0	0	0	3	0	6	0	0	0	0	0	0	0	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	0	0	0	0	155	17	36	0	0	0	0	0	0	0	0	0	0	8	0	8	0	0	5	7	0	27	0	0	0	0	0	4	24	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	128	8	51	11	0	0	33	104	17	6	17	14	18	44	14	0	58	127	154	233	7	32	0	0	48	7	36	16	0	6	11	0	0	0	0
Fungi	Ascomycota	Sordariomycetes	Myrmecridiales	Myrmecridiaceae	Myrmecridium	0	0	0	0	24	0	0	0	0	0	0	0	0	4	24	5	0	0	514	45	53	0	0	0	0	0	0	0	0	0	10	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	15	28	0	33	15	80	35	18	0	0	0	48	21	0	0	0	0	0	0	0	0	0
Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae;__	Ophiostomataceae;__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	10	0	0	11	0	7	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	11	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Hawksworthiomyces	0	0	0	0	0	0	0	35	17	8	20	15	0	0	0	0	0	0	14	39	44	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	26	19	82	0	0	0	0	0	0	0	0	0	40	56	0	4	4	0	36	0	0	5	0	9	266	0	15	51	39
Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Sporothrix	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	59	211	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi	Ascomycota	Sordariomycetes	Pleurotheciales	Pleurotheciaceae	Pleurotheciella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	349	0	0	0	0	0	0	0	42	0	0	8	0	0	0	0	0
